!!!Hello World!!!
---------------------Start evaluating collection---------------------
Search space size 190347
--------------------------
Number of results:720
Query coordinate:
0,0,0,
T*T*H*T*H*t*H*t*H*t*t*H*T*H*T,0.826633,-1.99567,1.99567,0.141696
T*T*T*T*H*t*H*t*H*T*T*T*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
t*H*t*H*T*H*T*H*t*t*H*t*H*t*t*H,0.826633,-1.99567,-1.99567,0.141696
T*H*t*t*H*t*H*T*H*T*H*T*H*t*t,0.826633,-1.99567,-1.99567,0.141696
t*t*H*t*H*t*H*t*H*t*H*T,-0.0564208,0.136212,-0.136212,0.141696
t*H*t*H*T*H*T*H*T*T*H*T*H*T*T*H,-0.0564208,0.136212,0.136212,0.141696
t*t*H*t*H*T*H*T*T*H*T*H*t*H*T,0.826633,-1.99567,1.99567,0.141696
H*t*t*H*t*H*t*H*t*H*t*t*H*T*H*T,0.826633,-1.99567,1.99567,0.141696
H*T*H*T*H*T*T*H*t*H*t*t*t*H*t,-1.99567,-0.826633,1.99567,0.141696
t*t*H*T*T*T*H*T*H*T*T*T*H*t*H*T,0.826633,-1.99567,1.99567,0.141696
T*H*T*T*H*T*H*T*H*t*H*t*H*T*T*H,-0.0564208,0.136212,0.136212,0.141696
t*H*t*H*T*H*T*T*T*H*T*H*t*t*H,0.826633,-1.99567,-1.99567,0.141696
H*T*H*T*T*T*H*t*H*t*H*t*t*t*t*t,0.136212,0.0564208,-0.136212,0.141696
H*t*H*t*t*H*T*H*T*T*T*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
H*t*t*t*t*t*H*T*H*T*T*T*H*t*H*t,-0.136212,-0.0564208,-0.136212,0.141696
H*t*H*t*t*t*t*t*H*T*H*T*T*T*H*t,-0.136212,-0.0564208,-0.136212,0.141696
t*H*T*H*t*t*H*T*H*T*H*t*H*T*T,0.826633,-1.99567,-1.99567,0.141696
T*H*T*H*t*H*T*H*t*t*t*t*t*H*T*T,0.0564208,0.136212,-0.136212,0.141696
H*t*H*t*t*t*H*T*H*T*H*T*T*T*T*T,1.99567,-0.826633,-1.99567,0.141696
T*H*t*H*T*T*H*t*H*t*H*T*H*t*t,-0.826633,-1.99567,1.99567,0.141696
t*H*t*H*T*T*T*T*T*H*T*H*T*H*t*t,0.826633,-1.99567,-1.99567,0.141696
T*T*T*H*t*H*t*H*T*H*t*H*t*H*t,-2.65963e-15,-2.8223,0.826633,0.141696
T*T*T*T*H*T*H*T*H*t*t*t*H*t*H*T,1.99567,-0.826633,-1.99567,0.141696
t*t*t*t*H*T*H*t*H*T*H*T*T*T*H*t,-0.136212,-0.0564208,-0.136212,0.141696
t*H*T*H*t*H*t*H*t*H*T*H*T*T*T,-2.86433e-15,-2.8223,0.826633,0.141696
t*H*T*T*H*T*H*t*H*t*H*t*H*T*T,-0.826633,-1.99567,1.99567,0.141696
t*H*t*H*T*H*t*H*T*T*T*T*T*H*t*t,0.826633,-1.99567,-1.99567,0.141696
T*H*T*H*t*H*t*H*T*T*H*T*H*T*T*H,0.0564208,0.136212,-0.136212,0.141696
T*H*T*H*t*H*t*H*t*t*H*t*H*t*t*H,-0.826633,-1.99567,1.99567,0.141696
H*t*t*t*t*t*H*T*H*t*H*T*H*T*T*T,-0.136212,-0.0564208,-0.136212,0.141696
T*T*T*T*H*T*H*T*T*T*H*t*H*t*H*t,1.99567,0.826633,1.99567,0.141696
H*T*H*T*T*T*H*T*T*T*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
T*H*T*H*t*t*t*t*t*H*t*H*t*H*T*T,0.0564208,0.136212,-0.136212,0.141696
H*t*H*T*T*H*t*H*t*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
H*T*H*T*T*H*t*H*t*H*T*T*H*T*H*T,-0.136212,0.0564208,0.136212,0.141696
T*H*T*T*H*T*H*t*H*t*H*t*H,1.99567,-0.826633,1.99567,0.141696
T*T*H*T*T*H*T*H*t*H*t*H*t*H*t,1.99567,0.826633,1.99567,0.141696
H*t*H*T*T*T*T*T*H*T*H*T*H*t*t*t,1.99567,-0.826633,-1.99567,0.141696
H*T*H*t*t*H*t*H*t*H*T*H*T*T*T,1.99567,0.826633,1.99567,0.141696
T*T*T*T*H*T*H*T*H*T*H*T*H*t*t*t,1.99567,-0.826633,-1.99567,0.141696
H*T*T*T*H*T*H*t*t*t*t*t*H*t*H*t,-0.136212,-0.0564208,-0.136212,0.141696
H*t*t*H*t*H*t*t*H*T*H*T*H*t*H*t,0.826633,1.99567,-1.99567,0.141696
H*t*H*T*H*T*T*T*H*T*T*T*H*T,1.99567,-0.826633,-1.99567,0.141696
t*H*T*H*T*T*H*t*H*T*H*T*H*t*t,0.826633,-1.99567,-1.99567,0.141696
H*t*H*T*H*t*H*T*T*T*T*T*H*t*t*t,1.99567,-0.826633,-1.99567,0.141696
T*T*H*T*H*T*H*T*T*H*T*H*t*H*T*H,-0.136212,-0.136212,-0.0564208,0.141696
H*T*T*T*H*t*t*t*t*t*H*T*H*t*H*T,-0.136212,0.0564208,0.136212,0.141696
H*T*T*H*T*H*T*T*H*T*H*T*H*t*H*t,-0.0564208,-0.136212,0.136212,0.141696
T*T*T*T*H*t*t*t*H*t*H*T*H*t*H*T,1.99567,-0.826633,-1.99567,0.141696
T*T*H*t*H*T*H*T*T*T*H*T*T*T*H*t,0.826633,1.99567,-1.99567,0.141696
T*T*H*T*H*t*t*H*T*H*T*H*t*H*t,0.826633,1.99567,-1.99567,0.141696
t*t*H*t*H*T*T*H*T*H*T*H*t*H*t,0.826633,1.99567,-1.99567,0.141696
H*T*H*T*T*H*t*H*T*H*T*H*t*t*t,1.99567,-0.826633,-1.99567,0.141696
t*t*t*t*H*T*H*T*H*T*H*T*H*t*t*t,-0.136212,0.0564208,0.136212,0.141696
t*t*t*t*H*t*t*t*H*t*H*T*H*t*H*T,-0.136212,0.0564208,0.136212,0.141696
t*t*t*H*t*H*T*T*H*T*H*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
H*t*H*T*H*T*T*T*H*T*H*t*t*H*t,1.99567,-0.826633,-1.99567,0.141696
T*H*T*H*T*H*T*T*H*T*H*t*H*T*H*T,-0.192633,0,-0.0564208,0.141696
H*t*t*t*t*t*H*T*T*T*H*T*H*t*H*T,-0.136212,0.0564208,0.136212,0.141696
T*H*T*H*t*H*t*H*t*H*t*H*t*t*H*t,2.8223,8.17347e-16,0.826633,0.141696
H*t*H*T*H*T*H*T*T*H*t*H*t*t*t,1.99567,-0.826633,-1.99567,0.141696
T*H*t*H*T*H*t*H*t*H*T*T*H*t*t,1.99567,0.826633,-1.99567,0.141696
T*T*H*T*H*T*T*H*t*H*t*H*T*H*T*H,-0.136212,0.136212,0.0564208,0.141696
t*t*H*t*H*t*t*H*t*H*t*H*T*H*T*H,1.99567,-1.99567,-0.826633,0.141696
H*t*H*T*H*t*H*t*t*t*H*t*t*t,-0.136212,0.0564208,0.136212,0.141696
H*t*H*t*t*t*H*T*H*T*H*t*t*t,-0.136212,0.0564208,0.136212,0.141696
t*H*t*H*T*T*H*T*H*T*H*t*H*t*t,-0.826633,1.99567,-1.99567,0.141696
T*H*t*H*t*t*t*H*T*H*T*H*t*t*t*t,-0.136212,-0.0564208,0.136212,0.141696
t*t*H*T*T*H*t*H*t*H*T*H*t*H*T,1.99567,-0.826633,-1.99567,0.141696
T*H*t*H*T*H*t*H*t*t*t*H*t*t*t*t,-0.136212,-0.0564208,0.136212,0.141696
T*H*T*T*T*H*t*t*t*t*t*H*T*H*t*H,-0.136212,-0.0564208,0.136212,0.141696
T*H*t*H*t*t*t*H*t*H*T*T*H*T*H,1.99567,0.826633,-1.99567,0.141696
T*H*t*H*t*t*t*H*t*t*t*H*t*H,-0.136212,-0.0564208,0.136212,0.141696
t*H*t*H*T*T*T*H*t*H*t*H*T*H*t,0,2.8223,0.826633,0.141696
t*H*T*T*H*t*H*t*H*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
T*H*T*H*t*t*H*T*H*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
t*t*t*H*T*T*T*T*T*H*t*H*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
t*t*t*H*T*H*T*H*T*H*T*H*t*t*t*t,-0.136212,-0.0564208,0.136212,0.141696
T*T*T*T*T*H*t*t*t*H*t*H*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
t*t*t*H*t*t*t*H*t*H*T*H*t*H,-0.136212,-0.0564208,0.136212,0.141696
T*H*T*H*t*t*H*t*H*t*H*T*H*T*T,0.826633,1.99567,1.99567,0.141696
H*T*T*T*H*T*T*T*H*T*H*t*H*T,1.99567,-0.826633,-1.99567,0.141696
H*T*H*T*H*t*H*t*H*T*T*H*T*H*T*T,-0.136212,-0.136212,0.0564208,0.141696
T*H*T*H*t*t*t*H*T*H*T*H*t*H*T,0,2.8223,-0.826633,0.141696
H*T*T*T*T*T*T*T*H*t*H*t*H*t*H*t,1.99567,0.826633,1.99567,0.141696
t*t*t*t*H*t*H*t*H*t*H*t*H*T*T*T,0.136212,0.0564208,-0.136212,0.141696
H*t*t*t*H*t*H*T*T*T*T*T*H*T*H*T,-1.99567,0.826633,-1.99567,0.141696
H*t*H*T*T*H*T*H*T*H*t*H*t*t*t,-1.99567,0.826633,-1.99567,0.141696
T*H*t*H*t*t*t*H*t*H*T*H*T*H*T,0,-2.8223,-0.826633,0.141696
H*T*H*T*H*t*H*T*T*H*T*H*t*t*t,-1.99567,0.826633,-1.99567,0.141696
H*T*H*T*H*t*t*t*H*T*H*T*T*H*t,-1.99567,0.826633,-1.99567,0.141696
T*T*H*T*H*T*H*t*t*t*H*t*H*T*T*T,-0.826633,-1.99567,-1.99567,0.141696
H*t*t*H*t*H*t*H*t*t*H*t*H*T*H*t,-0.826633,-1.99567,-1.99567,0.141696
H*t*t*H*t*H*T*H*t*H*t*t*H*t*H*t,-0.826633,-1.99567,-1.99567,0.141696
t*t*H*t*t*H*t*H*T*H*T*H*T*H*T,-1.99567,0.826633,-1.99567,0.141696
t*t*H*T*H*T*T*H*t*H*T*H*T*H*t,-0.826633,-1.99567,-1.99567,0.141696
T*T*H*t*H*t*t*H*t*H*T*H*T*H*t,-0.826633,-1.99567,-1.99567,0.141696
T*T*T*T*H*t*H*t*H*t*H*t*H*T*T*T,-1.99567,-0.826633,1.99567,0.141696
H*t*t*t*H*t*H*T*H*t*H*T*T*T*T*T,-1.99567,0.826633,-1.99567,0.141696
H*t*t*t*t*t*t*t*H*T*H*T*H*T*H*T,0.136212,-0.0564208,0.136212,0.141696
H*T*T*T*H*T*H*t*H*T*H*t*t*t*t*t,-0.136212,-0.0564208,-0.136212,0.141696
t*H*t*H*t*H*t*H*t*H,-0.136212,0.0564208,-0.136212,0.141696
T*H*t*t*t*t*t*t*t*H*T*H*T*H*T*H,0.136212,0.0564208,0.136212,0.141696
T*H*T*T*H*T*H*t*H*T*H*T*T*H*T*H,-0.136212,0.0564208,-0.136212,0.141696
t*t*H*t*H*t*H*t*t*H*t*H*T*H*t*H,-1.99567,1.99567,-0.826633,0.141696
T*H*t*t*t*H*t*H*T*H*t*H*t*t*t*t,0.136212,0.0564208,0.136212,0.141696
t*H*T*H*t*H*T*H*T*T*T*H*T*T*T*T,-1.99567,0.826633,1.99567,0.141696
t*H*T*H*T*T*T*H*t*H*t*H*T*T*T*T,-1.99567,0.826633,1.99567,0.141696
t*t*t*t*t*H*T*T*T*H*T*H*t*H*T*H,0.136212,-0.0564208,-0.136212,0.141696
H*t*H*t*H*T*T*T*H*t*H*t*t*H*T,1.99567,0.826633,1.99567,0.141696
H*T*H*t*H*t*t*t*H*t*t*t*H*t,0.136212,0.0564208,-0.136212,0.141696
H*T*T*H*T*H*T*H*T*T*H*T*H*t*H*T,-0.0564208,0.136212,-0.136212,0.141696
H*T*T*H*T*H*t*H*T*H*T*T*H*T*H*T,-0.0564208,0.136212,-0.136212,0.141696
t*t*H*T*H*T*T*H*T*H*t*H*t*H*T,0.826633,-1.99567,1.99567,0.141696
t*t*H*t*H*t*H*T*T*T*H*T*H*t*t*t,-0.0564208,0.136212,-0.136212,0.141696
T*T*H*t*H*t*t*H*T*H*t*H*t*H*T,0.826633,-1.99567,1.99567,0.141696
H*T*H*t*H*t*t*t*H*t*H*T*T*H*T,-1.99567,-0.826633,1.99567,0.141696
t*t*t*t*H*T*T*T*H*T*H*t*H*T*H*t,0.136212,0.0564208,-0.136212,0.141696
H*t*t*t*H*T*T*T*T*T*H*t*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
H*T*H*T*T*T*H*t*H*t*H*T*T*T,-1.99567,-0.826633,1.99567,0.141696
H*t*t*t*H*t*t*t*H*t*H*T*H*t,0.136212,0.0564208,-0.136212,0.141696
T*H*t*H*t*t*H*T*H*t*H*t*H*T*T,-0.826633,-1.99567,1.99567,0.141696
H*T*H*t*H*T*H*T*T*T*H*T*T*T,-1.99567,-0.826633,1.99567,0.141696
t*H*T*T*T*T*T*T*T*H*t*H*t*H*t*H,1.99567,-0.826633,1.99567,0.141696
t*H*T*H*T*T*T*H*T*H*t*H*t*H*t,0,-2.8223,0.826633,0.141696
H*T*H*t*H*t*H*t*t*H*T*H*T*T*T,-1.99567,-0.826633,1.99567,0.141696
t*t*H*t*H*t*t*H*T*H*T*H*t*H*t*H,-1.99567,-1.99567,0.826633,0.141696
H*t*H*t*t*H*T*H*t*H*t*H*T*T*T,-1.99567,-0.826633,1.99567,0.141696
T*T*H*t*t*H*T*H*T*H*t*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
H*T*H*t*H*T*H*t*t*t*t*t*H*T*T*T,0.136212,0.0564208,-0.136212,0.141696
H*T*H*t*t*t*t*t*H*t*H*t*H*T*T*T,0.136212,0.0564208,-0.136212,0.141696
H*T*T*T*T*T*H*t*t*t*H*t*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
T*T*H*T*H*T*T*H*T*H*T*H*t*H*t*H,0.136212,0.136212,-0.0564208,0.141696
H*t*H*t*t*H*T*H*T*H*t*t*H*t*H*t,-1.99567,-0.826633,1.99567,0.141696
T*T*T*T*H*T*T*T*H*T*H*t*H*T*H*t,-1.99567,-0.826633,1.99567,0.141696
H*t*H*t*H*T*H*T*H*t*t*H*t*H*t*t,-1.99567,1.99567,0.826633,0.141696
t*t*t*H*T*H*T*T*H*t*H*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
t*H*t*H*t*H*t*t*H*t*H*T*H*t*H*t,-2.8223,8.17347e-16,-0.826633,0.141696
T*H*T*H*t*t*t*t*t*t*t*H*T*H*T*H,0.136212,0.0564208,0.136212,0.141696
t*H*t*H*T*H*T*H*T*H*T*H*T*T*H*T,0.192633,0,0.0564208,0.141696
T*T*T*H*T*H*t*t*H*t*H*t*H*T*H,-1.99567,0.826633,1.99567,0.141696
T*H*T*H*t*t*t*H*T*H*T*T*H*t*H,-1.99567,-0.826633,-1.99567,0.141696
T*T*H*T*H*t*t*H*t*H*t*H*T*H*T,-0.826633,1.99567,1.99567,0.141696
t*H*T*H*T*T*T*H*T*H*t*t*H*t*H,-1.99567,0.826633,1.99567,0.141696
t*H*T*H*t*H*T*H*T*H*t*t*H*T*T,-1.99567,0.826633,1.99567,0.141696
T*T*T*H*T*T*T*H*T*H*t*H*T*H,-1.99567,0.826633,1.99567,0.141696
t*t*H*T*H*t*H*t*t*t*H*t*t*t*H*T,0.0564208,-0.136212,-0.136212,0.141696
t*H*t*t*t*H*T*T*T*T*T*H*t*H*T*H,-1.99567,0.826633,1.99567,0.141696
t*H*t*H*T*T*T*H*t*H*t*t*H*T*H,1.99567,-0.826633,1.99567,0.141696
t*H*t*H*t*H*t*H*T*H*T*T*H*T*T,1.99567,-0.826633,1.99567,0.141696
t*H*t*t*H*t*H*T*H*t*H*t*t*H*t*H,-1.99567,-0.826633,-1.99567,0.141696
H*t*H*t*H*T*H*t*t*H*t*H*T*T*T,1.99567,0.826633,1.99567,0.141696
T*T*T*H*t*H*t*t*H*T*H*t*H*t*H,1.99567,-0.826633,1.99567,0.141696
T*T*T*H*t*t*t*t*t*H*T*H*t*H*T*H,0.136212,-0.0564208,-0.136212,0.141696
T*T*T*H*t*H*t*H*t*H*t*H*T*T*T*T,-1.99567,0.826633,1.99567,0.141696
t*H*T*T*T*H*T*H*t*H*T*H*T*T*T*T,1.99567,-0.826633,1.99567,0.141696
t*H*t*H*T*T*T*T*T*T*T*H*t*H*t*H,1.99567,-0.826633,1.99567,0.141696
H*t*t*H*t*H*t*t*H*t*H*t*H*T*H*T,-0.826633,1.99567,1.99567,0.141696
T*H*T*H*T*H*T*H*t*H*t*t*H*t*t,-1.99567,-0.826633,-1.99567,0.141696
T*H*t*t*H*T*H*T*H*t*H*T*H,-1.99567,0.826633,1.99567,0.141696
T*T*T*H*T*H*t*t*t*t*t*H*t*H*t*H,-0.136212,0.0564208,-0.136212,0.141696
t*H*t*t*H*t*H*T*H*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
t*H*T*H*T*T*H*T*H*t*H*t*H,1.99567,-0.826633,1.99567,0.141696
T*H*t*H*t*t*H*t*H*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
T*H*T*H*T*H*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
T*H*T*H*T*H*t*t*t*H*t*H*t*t*t*t,0.136212,0.0564208,0.136212,0.141696
H*T*T*H*T*H*T*T*H*t*H*t*H*T*H*T,0.0564208,-0.136212,-0.136212,0.141696
t*H*t*H*T*T*H*t*H*t*H*T*H,-1.99567,0.826633,1.99567,0.141696
t*t*t*H*t*H*T*T*T*T*T*H*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
t*t*H*t*H*T*T*H*t*H*t*H*T*H*T,-0.826633,1.99567,1.99567,0.141696
t*H*t*H*t*H*T*T*T*H*T*H*T*T*T*T,1.99567,-0.826633,1.99567,0.141696
t*H*T*H*T*T*T*H*T*T*T*H*T*H,-1.99567,0.826633,1.99567,0.141696
H*T*T*H*t*H*t*H*T*H*T*H*T*T*H*T,-0.0564208,-0.136212,0.136212,0.141696
t*t*t*H*t*H*T*H*T*H*T*T*H*t*H,-1.99567,-0.826633,-1.99567,0.141696
H*T*H*T*H*t*t*H*t*H*t*H*t*H*t*t,1.99567,-1.99567,0.826633,0.141696
T*T*H*t*H*t*H*T*H*t*H*t*H,-1.99567,-1.99567,0.826633,0.141696
T*H*t*H*T*H*T*H*T*H*T*H*T*T*H*t,0,0.192633,0.0564208,0.141696
t*H*T*T*T*H*T*H*t*t*t*t*t*H*t*H,-0.136212,0.0564208,-0.136212,0.141696
T*T*H*t*H*t*H*T*H*T*H*T*T*H*T*H,0.136212,0.136212,-0.0564208,0.141696
t*t*H*T*H*T*H*t*t*H*t*H*t*H*t*H,-1.99567,-1.99567,0.826633,0.141696
t*H*T*T*T*H*T*H*t*H*T*H*t*t*t*t,-0.136212,0.0564208,-0.136212,0.141696
T*T*H*t*H*T*H*t*H*t*t*t*H*T*T*T,0.826633,1.99567,-1.99567,0.141696
H*T*T*H*T*H*T*H*t*H*t*H*T*T*H*T,0.0564208,0.136212,0.136212,0.141696
H*t*t*H*t*H*t*H*T*H*T*H*t*t*H*t,0.826633,-1.99567,1.99567,0.141696
T*H*t*H*T*T*H*T*H*t*t*t*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
T*H*T*H*T*H*t*t*H*T*H*T*H*t*t,-0.826633,-1.99567,1.99567,0.141696
T*H*T*H*t*H*t*H*T*T*H*t*H*t*t,-0.826633,-1.99567,1.99567,0.141696
t*H*t*H*t*H*t*t*H*T*H*T*H*t*t*H,0.826633,-1.99567,-1.99567,0.141696
T*H*T*H*T*H*T*T*H*t*H*t*H*T*T*H,0.0564208,0.136212,-0.136212,0.141696
t*H*T*H*t*H*t*H*t*H*t*H*t*t*H*T,4.07951e-16,-2.8223,0.826633,0.141696
H*t*H*T*T*T*H*t*H*t*t*H*T*H*t,1.99567,0.826633,1.99567,0.141696
t*t*H*t*H*t*H*T*H*T*T*H*T*H*T,0.826633,-1.99567,1.99567,0.141696
T*H*t*t*t*H*t*H*T*T*T*T*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
H*t*H*t*t*t*H*t*H*T*H*T*H*T*T,-1.99567,-1.99567,-0.826633,0.141696
T*H*t*t*H*t*H*T*T*T*H*t*H*t*H,1.99567,-0.826633,1.99567,0.141696
t*t*H*T*H*t*H*T*H*T*T*T*H*t*t*t,0.0564208,-0.136212,-0.136212,0.141696
t*H*t*t*H*t*H*t*H*t*t*H*t*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
t*H*t*H*t*t*H*t*H*T*H*t*H*t*t*H,-0.826633,1.99567,-1.99567,0.141696
H*T*H*T*H*T*T*T*H*t*H*t*H*T*T*H,-0.136212,-0.136212,0.0564208,0.141696
T*H*T*H*T*H*t*H*t*t*H*t*H,-1.99567,-0.826633,-1.99567,0.141696
T*H*T*H*T*H*t*t*t*H*t*H*T*T*T*T,-1.99567,-0.826633,-1.99567,0.141696
t*H*t*H*t*H*t*H*T*T*T*T*T*T*T*H,1.99567,-0.826633,1.99567,0.141696
T*T*H*T*H*T*H*t*H*t*t*H*t*H*t,-0.826633,-1.99567,-1.99567,0.141696
T*H*t*H*t*H*T*H*T*T*H*T*H*t*t,0.826633,1.99567,1.99567,0.141696
T*H*t*H*T*H*T*T*H*T*H*t*H*t*t,0.826633,1.99567,1.99567,0.141696
T*H*t*t*t*H*t*H*T*H*t*H*T*T*T*T,-1.99567,-0.826633,-1.99567,0.141696
H*T*H*t*t*t*H*T*H*T*H*t*H*T*T,1.99567,1.99567,-0.826633,0.141696
T*H*t*H*t*t*H*t*H*t*H*t*t*H*t*H,-1.99567,-0.826633,-1.99567,0.141696
t*H*T*H*t*t*H*t*H*T*T*T*H*t*H,1.99567,-0.826633,1.99567,0.141696
t*H*T*T*H*T*H*t*t*t*H*T*H*T*H,-1.99567,-0.826633,-1.99567,0.141696
t*H*t*H*t*H*T*T*T*H*T*H*t*t*t*t,-0.136212,0.0564208,-0.136212,0.141696
t*H*T*H*T*H*t*H*t*t*H*t*H*T*T,-0.826633,1.99567,-1.99567,0.141696
H*T*H*T*H*T*T*H*T*H*t*H*T*H*T*T,-0.136212,0.136212,-0.0564208,0.141696
H*t*t*H*t*t*t*H*t*H*T*H*t*H*t*H,-1.99567,-1.99567,0.826633,0.141696
H*T*H*T*T*T*H*T*H*t*H*t*H*t*t,1.99567,-1.99567,0.826633,0.141696
H*t*t*H*T*H*T*H*t*t*t*H*t*H*t*H,-1.99567,-1.99567,0.826633,0.141696
H*t*t*H*T*H*T*H*T*H*T*H*T*T*T*H,0.136212,0.136212,-0.0564208,0.141696
t*H*T*T*H*T*H*T*H*t*H*t*t*t*H,-1.99567,-0.826633,-1.99567,0.141696
T*T*H*t*t*t*H*t*H*T*H*t*H*T*T*T,-0.826633,-1.99567,-1.99567,0.141696
T*T*H*t*H*T*H*T*H*t*t*H*T*H*t,0.826633,1.99567,-1.99567,0.141696
T*H*T*H*T*H*T*H*t*t*t*t*t*t*t*H,0.136212,0.0564208,0.136212,0.141696
T*H*T*H*T*T*H*T*H*t*H*T*H*T*T*H,-0.0564208,-0.136212,-0.136212,0.141696
H*t*H*t*H*t*t*H*t*H*T*H*t*H*t*t,-1.99567,-1.99567,-0.826633,0.141696
t*H*T*H*t*H*t*t*H*t*H*T*H*T*T,-0.826633,1.99567,-1.99567,0.141696
t*H*t*H*t*H*T*H*T*T*H*T*H,1.99567,-0.826633,1.99567,0.141696
H*t*H*t*H*T*T*H*T*H*T*H*T*H*T*T,0.136212,0.136212,0.0564208,0.141696
H*t*H*T*H*t*H*t*t*H*t*H*t*H*t*t,-1.99567,-1.99567,-0.826633,0.141696
H*t*H*T*H*T*H*t*t*t*H*t*H*t*t*H,-1.99567,-1.99567,-0.826633,0.141696
H*T*H*T*T*H*t*H*t*H*T*H*T*H*T*T,0.136212,0.136212,0.0564208,0.141696
T*T*T*H*T*H*t*H*t*H*t*t*H*T*H,1.99567,-0.826633,1.99567,0.141696
t*H*T*H*T*H*T*T*H*T*H*T*T*H*t*H,0.136212,-0.0564208,-0.136212,0.141696
T*H*T*T*H*t*H*t*t*t*H*t*H*T*H,-1.99567,0.826633,1.99567,0.141696
t*H*T*H*t*H*t*t*t*H*t*t*t*H,0.136212,-0.0564208,-0.136212,0.141696
H*t*t*H*t*H*t*H*t*H*t*H*T*H,1.99567,1.99567,0.826633,0.141696
T*H*T*H*T*T*H*t*H*t*t*t*H*t*H,1.99567,0.826633,-1.99567,0.141696
t*H*T*H*t*H*t*H*T*T*H*t*H,-1.99567,0.826633,1.99567,0.141696
t*H*t*t*H*T*H*T*T*T*H*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
H*T*H*t*H*T*H*T*T*H*T*H*T*H*T*T,-0.136212,0.136212,-0.0564208,0.141696
T*T*H*T*H*t*H*t*H*t*H*T*H,1.99567,1.99567,0.826633,0.141696
T*H*T*H*T*T*H*t*H*t*H*T*T*H*T*H,-0.136212,-0.0564208,0.136212,0.141696
T*H*t*H*t*H*t*t*H*t*H*t*t*H*T*H,1.99567,0.826633,-1.99567,0.141696
t*H*T*H*t*H*T*H*T*T*T*H*t*t*t*t,0.136212,-0.0564208,-0.136212,0.141696
T*T*T*H*t*H*t*H*T*H*t*t*H*t*H,-1.99567,0.826633,1.99567,0.141696
T*H*T*T*H*t*H*t*H*T*T*H*T*H*T*H,0.136212,-0.0564208,-0.136212,0.141696
t*H*t*H*t*t*H*T*H*T*H*t*t*H*t*H,-1.99567,0.826633,1.99567,0.141696
t*H*t*t*H*T*H*T*H*t*t*H*t*H*t*H,1.99567,0.826633,-1.99567,0.141696
t*t*t*H*T*H*T*H*T*T*T*T*T*H*t*H,1.99567,0.826633,-1.99567,0.141696
T*H*t*H*T*H*T*H*t*t*H*T*H,1.99567,0.826633,-1.99567,0.141696
T*H*t*H*T*H*T*T*T*H*T*T*T*H,1.99567,0.826633,-1.99567,0.141696
H*T*H*T*T*H*T*H*T*H*T*T*H*T*H*t,-0.136212,-0.0564208,-0.136212,0.141696
H*T*H*T*T*H*T*H*t*H*T*H*T*T*H*T,-0.136212,-0.0564208,-0.136212,0.141696
T*H*t*H*T*H*t*H*t*t*t*H*T*T*T*T,1.99567,0.826633,-1.99567,0.141696
T*H*t*H*T*H*t*t*t*t*t*H*T*T*T*H,-0.136212,-0.0564208,0.136212,0.141696
t*t*H*t*H*t*H*t*H*t*t*H*T*H*T*H,1.99567,1.99567,0.826633,0.141696
H*t*t*H*T*H*T*H*t*H*t*H*t*t*H*t,-0.826633,1.99567,1.99567,0.141696
H*t*H*T*T*T*H*t*H*t*H*T*H*t*t,-1.99567,1.99567,0.826633,0.141696
H*t*H*t*H*T*H*T*T*H*T*H*t,1.99567,0.826633,1.99567,0.141696
H*t*H*t*H*t*t*t*H*T*H*T*H*t*t*H,-1.99567,1.99567,0.826633,0.141696
H*t*H*t*t*H*T*H*T*H*t*H*t*H*t*t,1.99567,-1.99567,0.826633,0.141696
t*t*H*T*H*t*H*t*H*T*T*H*t*H*T,-0.826633,1.99567,1.99567,0.141696
T*H*t*t*H*t*H*t*H*T*H*T*T*T*H,1.99567,-0.826633,1.99567,0.141696
H*t*H*t*H*t*H*T*H*T*T*H*T,1.99567,0.826633,1.99567,0.141696
H*T*T*T*H*t*H*t*t*H*T*H*t*H*t,1.99567,0.826633,1.99567,0.141696
T*H*T*T*H*t*H*T*H*T*H*t*t*t*H,-1.99567,0.826633,1.99567,0.141696
t*H*t*H*t*H*T*T*H*t*H*t*H*T*T,0.826633,-1.99567,-1.99567,0.141696
